gid,role,role_score,cluster_id,priority_score,evidence,is_seed,depth,component,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,fan_ratio,seed_reach,merge_gain,n_agg_payers,n_seed_payers,seed_traced_in_kzt,pagerank,hub,authority,betweenness,truncated_by_depth,p_continue,terminal_kind,fast_out_share,median_lag_days,max_payers_same_day,near_threshold_tx,flag_structuring,n_cycles,anomaly_z,anomaly_feature,flag_anomaly,coord_criteria,prio_role,prio_traced,prio_merge,prio_reach,prio_pr,prio_btw,prio_flags
100000003739818100,peripheral,0.464,8,0.3642,"Вход 57 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,57293.0,0.0,1,0,0.0,0.0,10,0,1,1,57293.0,0.00029704144021682486,-0.0,0.00046116796507456883,0.0,False,,,0.0,,1.0,0,False,0,0.08,log_in,False,,0.0116,0.1747,0.0,0.1441,0.0338,0.0,0.0
100000002214570100,peripheral,0.662,5,0.2137,"Вход 26 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,26471.0,0.0,1,0,0.0,0.0,1,0,0,1,26471.0,0.00029112524704973884,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.61,log_in,False,,0.0166,0.1573,0.0,0.0192,0.0206,0.0,0.0
100000006443391100,peripheral,0.385,6,0.3477,"Вход 87 тыс. от 3, выход 60 тыс. на 2; пороги ролей не достигнуты [сквозной пропуск ≤2дн; возвратный поток]",False,1,0,3,2,86775.93,60041.71000000001,7,6,0.6919166409394865,0.6666666666666666,1,0,0,1,67055.17166666666,0.0024195077535015346,-5.037799199754067e-20,2.3115980147424518e-05,1.1888811083225246e-06,False,,,0.8944885147341739,0.0,1.0,3,False,2,1.95,log_out,False,,0.0096,0.1763,0.0,0.0192,0.0993,0.0098,0.0333
100000005473151100,peripheral,0.05,6,0.5069,"Вход 1.2 млн от 3, выход 225 тыс. на 4; пороги ролей не достигнуты [сквозной пропуск ≤2дн; возвратный поток]",False,1,0,3,4,1220000.0,225000.0,4,6,0.18442622950819673,1.3333333333333333,9,0,2,1,65265.663324618996,0.0004682674337196505,3.2841768583273194e-19,6.247986024185251e-06,0.00024159762522697013,False,,,0.9111111111111111,0.0,2.0,0,False,1,2.18,log_out,False,,0.0013,0.176,0.0,0.1361,0.0754,0.0848,0.0333
100000005124479100,peripheral,0.29,1,0.4265,"Вход 138 тыс. от 2, выход 22 тыс. на 2; пороги ролей не достигнуты",False,1,0,2,2,137753.0,22000.0,2,2,0.15970614070110994,1.0,10,0,2,1,49443.48108217674,0.00030323005398091857,-1.7846994578458893e-19,0.001593106408723163,4.755524433290098e-05,False,,,0.0,4.0,1.0,0,False,0,1.77,log_out,False,,0.0072,0.1709,0.0,0.1441,0.0422,0.0621,0.0
100000005527892100,peripheral,0.195,2,0.5142,"Вход 220 тыс. от 3, выход 552 тыс. на 8; пороги ролей не достигнуты",False,1,0,3,8,220001.0,552419.0,3,8,2.510984040981632,2.6666666666666665,8,1,1,1,70308.96213060035,0.00031243167214621,3.0608802363927887e-06,0.003087335284245135,0.0004955713375099349,False,,,0.6232949989048168,1.5,1.0,0,False,0,2.34,log_out,False,,0.0049,0.1777,0.067,0.1253,0.0492,0.0902,0.0
100000008028628100,peripheral,0.465,5,0.2399,"Вход 57 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,57224.0,0.0,1,0,0.0,0.0,1,0,0,1,57224.0,0.0002975799415250626,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.09,log_in,False,,0.0116,0.1746,0.0,0.0192,0.0344,0.0,0.0
100000001953577100,peripheral,0.8,5,0.1945,"Вход 16 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,15600.0,0.0,1,0,0.0,0.0,1,0,0,1,15600.0,0.0002888435514869891,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.96,log_in,False,,0.02,0.143,0.0,0.0192,0.0123,0.0,0.0
100000008193577100,peripheral,0.263,33,0.3359,"Вход 154 тыс. от 2, выход 480 тыс. на 5; пороги ролей не достигнуты [возвратный поток]",False,1,7,2,5,154300.0,480180.0,6,16,3.1119896305897603,2.5,1,0,0,1,154300.0,0.0012389478209868744,6.975163851480613e-19,-4.099662138514291e-20,9.90734256935437e-07,False,,,0.10410679328585114,3.0,1.0,2,False,10,2.32,log_out,False,,0.0066,0.1887,0.0,0.0192,0.0966,0.0082,0.0167
100000008753193100,peripheral,0.594,5,0.2216,"Вход 35 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,35225.0,0.0,1,0,0.0,0.0,1,0,0,1,35225.0,0.00029296260910992755,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.41,log_in,False,,0.0148,0.1619,0.0,0.0192,0.0255,0.0,0.0
100000008746025100,peripheral,0.727,5,0.2063,"Вход 22 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,22000.0,0.0,1,0,0.0,0.0,1,0,0,1,22000.0,0.0002901868365207117,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.73,log_in,False,,0.0182,0.1513,0.0,0.0192,0.0176,0.0,0.0
100000002934441100,terminal,0.819,1,0.3967,"Получил 61 тыс. от 2 плательщ.; исходящих нет, хотя колено 1 обходилось — деньги остались",False,1,0,2,0,60845.6,0.0,2,0,0.0,0.0,7,0,2,1,36094.42219627478,0.00030248130107500483,-0.0,0.002794497311517562,0.0,False,,observed,0.0,,2.0,0,False,0,0.75,in_deg,False,,0.1126,0.1628,0.0,0.0799,0.0413,0.0,0.0
100000003701161100,peripheral,0.05,27,0.4941,"Вход 1.5 млн от 4, выход 349 тыс. на 3; пороги ролей не достигнуты [сквозной пропуск ≤2дн; возвратный поток]",False,1,0,4,3,1527103.0,349000.0,13,7,0.22853730232996727,0.75,7,0,4,1,504507.17766791704,0.0016488161626324771,2.7773114874932403e-06,0.0003935192246416821,0.00021300786524111896,False,,,1.0,1.0,2.0,0,False,4,2.26,log_out,False,,0.0013,0.1978,0.0,0.0799,0.0976,0.0841,0.0333
100000006707582100,distributor,0.616,6,0.516,Рассылает на 14 получателей 961 тыс. (веер 7:1); плательщиков 2 [сквозной пропуск ≤2дн; возвратный поток; аномалия для колена],False,1,0,2,14,39520.0,961138.0,2,15,24.320293522267207,7.0,1,0,0,1,22408.470376783825,0.0005380556485142938,0.0012464161695834306,2.2929682109603406e-05,0.00036346737439438065,False,,,0.9479783340165512,1.0,1.0,0,False,1,3.95,out_deg,True,,0.1232,0.1517,0.0,0.0192,0.0826,0.0893,0.05
100000003239379100,peripheral,0.37,13,0.2491,"Вход 92 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,92500.0,0.0,1,0,0.0,0.0,1,0,0,1,92500.0,0.00030092013669320096,-0.0,1.0100033668708277e-05,0.0,False,,,0.0,,1.0,0,False,0,0.24,log_in,False,,0.0092,0.1811,0.0,0.0192,0.0395,0.0,0.0
100000000979923100,peripheral,0.357,12,0.3552,"Вход 98 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,97900.0,0.0,1,0,0.0,0.0,8,0,1,1,97900.0,0.00030041780440949814,-0.0,0.0001227996062558899,0.0,False,,,0.0,,1.0,0,False,0,0.28,log_in,False,,0.0089,0.1823,0.0,0.1253,0.0387,0.0,0.0
100000001111763100,peripheral,0.799,5,0.1974,"Вход 17 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,17144.0,0.0,1,0,0.0,0.0,1,0,0,1,17144.0,0.0002891676190013747,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.9,log_in,False,,0.02,0.1447,0.0,0.0192,0.0135,0.0,0.0
100000003865939100,peripheral,0.398,43,0.2882,"Вход 81 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,15,1,0,81465.0,0.0,1,0,0.0,0.0,1,0,0,1,81465.0,0.0005285862410602071,-0.0,-1.424003603850384e-19,0.0,False,,,0.0,,1.0,0,False,0,0.15,log_in,False,,0.01,0.1799,0.0,0.0192,0.0791,0.0,0.0
100000002858835100,peripheral,0.698,5,0.2102,"Вход 24 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,24400.0,0.0,1,0,0.0,0.0,1,0,0,1,24400.0,0.0002906905684083577,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.66,log_in,False,,0.0174,0.1543,0.0,0.0192,0.0192,0.0,0.0
100000003404627100,terminal,0.987,4,0.6636,"Получил 878 тыс. от 4 плательщ.; исходящих нет, хотя колено 1 обходилось — деньги остались [3 плательщ. в 1 день]",False,1,0,4,0,877700.0,0.0,5,0,0.0,0.0,11,1,4,1,614463.0697480498,0.001378577712565679,-0.0,2.895610842005738e-05,0.0,False,,observed,0.0,,3.0,0,False,0,2.26,in_deg,False,,0.1357,0.1984,0.067,0.1488,0.0971,0.0,0.0167
100000008691027100,peripheral,0.79,5,0.1982,"Вход 18 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,17534.0,0.0,1,0,0.0,0.0,1,0,0,1,17534.0,0.00028924947543311713,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.88,log_in,False,,0.0198,0.1453,0.0,0.0192,0.0139,0.0,0.0
100000004071080100,consolidator,0.763,1,0.629,Получает от 9 плательщиков (1 seed) 239 тыс.; передаёт дальше 19%; сходятся потоки 7 seed [сквозной пропуск ≤2дн; возвратный поток; аномалия для колена],False,1,0,9,2,238600.0,46500.0,16,5,0.19488683989941324,0.2222222222222222,7,0,9,1,76120.89777775494,0.0013690045738923406,0.0002780090576337451,0.009263053882842126,2.813685289696641e-05,False,,,0.8709677419354839,0.0,2.0,5,False,1,6.02,in_deg,True,,0.1717,0.1791,0.0,0.0799,0.0969,0.0513,0.05
100000002864680100,peripheral,0.467,13,0.2352,"Вход 56 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,55932.0,0.0,1,0,0.0,0.0,1,0,0,1,55932.0,0.0002948514922860755,-0.0,1.0100033668708277e-05,0.0,False,,,0.0,,1.0,0,False,0,0.1,log_in,False,,0.0117,0.1743,0.0,0.0192,0.0299,0.0,0.0
100000001330685100,coordinator,0.635,7,0.5283,"Сходятся деньги 7 seed, вход 2.4 млн; получает от 3 консолидаторов/координаторов",False,1,0,3,1,2435923.0,100500.0,7,1,0.04125746175063826,0.3333333333333333,7,0,3,1,137734.75781508937,0.00043821602588479746,6.724578640392417e-20,0.006229763140151061,1.922024458454748e-05,False,,,0.0,,2.0,0,False,0,2.44,log_in,False,получает от 3 консолидаторов/координаторов,0.1588,0.187,0.0,0.0799,0.0739,0.0287,0.0
100000008745725100,peripheral,0.528,5,0.2325,"Вход 47 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,47060.0,0.0,1,0,0.0,0.0,1,0,0,1,47060.0,0.0002954466369808818,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.22,log_in,False,,0.0132,0.1691,0.0,0.0192,0.0309,0.0,0.0
100000002621949100,terminal,0.898,8,0.5099,"Получил 165 тыс. от 1 плательщ.; исходящих нет, хотя колено 1 обходилось — деньги остались",False,1,0,1,0,164612.0,0.0,1,0,0.0,0.0,10,0,1,1,164612.0,0.00031853061405174465,-0.0,0.00046116796507456883,0.0,False,,observed,0.0,,1.0,0,False,0,0.63,log_in,False,,0.1235,0.1891,0.0,0.1441,0.0532,0.0,0.0
100000007908818100,peripheral,0.05,15,0.5723,"Вход 727 тыс. от 4, выход 302 тыс. на 6; пороги ролей не достигнуты",False,1,0,4,6,727475.0,302000.0,4,13,0.4151345407058662,1.5,11,1,4,2,419109.16156542243,0.00047538119204737516,-7.114868336545911e-19,0.0008570152459958229,0.00017753957884283033,False,,,0.04966887417218543,2.0,2.0,0,False,0,2.26,in_deg,False,,0.0013,0.1969,0.067,0.1488,0.0758,0.0825,0.0
100000008691495100,peripheral,0.658,5,0.2142,"Вход 27 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,27000.0,0.0,1,0,0.0,0.0,1,0,0,1,27000.0,0.0002912362779533075,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.59,log_in,False,,0.0165,0.1574,0.0,0.0192,0.0211,0.0,0.0
100000003832231100,peripheral,0.597,8,0.3454,"Вход 35 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,35000.0,0.0,1,0,0.0,0.0,10,0,1,1,35000.0,0.00029257756939896534,-0.0,0.00046116796507456883,0.0,False,,,0.0,,1.0,0,False,0,0.42,log_in,False,,0.0149,0.1617,0.0,0.1441,0.0247,0.0,0.0
100000002371751100,peripheral,0.212,42,0.3125,"Вход 200 тыс. от 1, выход 250 тыс. на 1; пороги ролей не достигнуты [сквозной пропуск ≤2дн]",False,1,13,1,1,200000.0,250000.0,5,1,1.25,1.0,1,0,0,1,200000.0,0.0005285862410602071,5.707274554602228e-21,-4.8913311618861706e-20,1.981468513870874e-07,False,,,1.0,1.0,1.0,0,False,0,2.2,log_out,False,,0.0053,0.1911,0.0,0.0192,0.0791,0.001,0.0167
100000002894076100,terminal,0.992,6,0.7065,"Получил 1.1 млн от 4 плательщ.; исходящих нет, хотя колено 1 обходилось — деньги остались [3 плательщ. в 1 день]",False,1,0,4,0,1122782.0,0.0,6,0,0.0,0.0,10,2,3,2,822318.4241704607,0.00038267994337591447,-0.0,0.00013028097700293502,0.0,False,,observed,0.0,,3.0,0,False,0,2.26,in_deg,False,,0.1364,0.1994,0.142,0.1441,0.068,0.0,0.0167
100000001362940100,peripheral,0.399,8,0.3744,"Вход 81 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,81000.0,0.0,1,0,0.0,0.0,10,0,1,1,81000.0,0.0003017884453520241,-0.0,0.00046116796507456883,0.0,False,,,0.0,,1.0,0,False,0,0.15,log_in,False,,0.01,0.1798,0.0,0.1441,0.0406,0.0,0.0
100000008741372100,peripheral,0.591,5,0.2225,"Вход 36 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,35975.0,0.0,1,0,0.0,0.0,1,0,0,1,35975.0,0.00029312002532481696,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.4,log_in,False,,0.0148,0.1626,0.0,0.0192,0.0259,0.0,0.0
100000002618492100,terminal,0.941,12,0.5109,"Получил 296 тыс. от 2 плательщ.; исходящих нет, хотя колено 1 обходилось — деньги остались",False,1,0,2,0,296500.0,0.0,2,0,0.0,0.0,8,0,1,1,180762.7705279043,0.00036902681066638786,-0.0,0.00014602774038052313,0.0,False,,observed,0.0,,1.0,0,False,0,1.02,log_in,False,,0.1294,0.1899,0.0,0.1253,0.0663,0.0,0.0
100000002750332100,peripheral,0.8,6,0.1779,"Вход 11 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,11360.0,0.0,1,0,0.0,0.0,1,0,0,1,11360.0,0.00028678928253129504,-0.0,2.274780546012068e-05,0.0,False,,,0.0,,1.0,0,False,0,1.17,log_in,False,,0.02,0.1345,0.0,0.0192,0.0042,0.0,0.0
100000004948177100,terminal,0.962,3,0.4799,"Получил 437 тыс. от 3 плательщ.; исходящих нет, хотя колено 1 обходилось — деньги остались",False,1,0,3,0,437163.0,0.0,8,0,0.0,0.0,7,0,3,1,343587.9339323022,0.0004221580715489715,-0.0,0.00032984033923956095,0.0,False,,observed,0.0,,1.0,0,False,0,1.51,in_deg,False,,0.1323,0.1956,0.0,0.0799,0.0721,0.0,0.0
100000002511825100,peripheral,0.441,1,0.3015,"Вход 65 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,65000.0,0.0,1,0,0.0,0.0,7,0,1,1,65000.0,0.0002977667017240053,-0.0,0.0021516816268908113,0.0,False,,,0.0,,1.0,0,False,0,0.0,,False,,0.011,0.1758,0.0,0.0799,0.0347,0.0,0.0
100000008566737100,terminal,0.924,8,0.5175,"Получил 230 тыс. от 2 плательщ.; исходящих нет, хотя колено 1 обходилось — деньги остались",False,1,0,2,0,230000.0,0.0,2,0,0.0,0.0,10,0,2,1,105860.66252357788,0.00034946381190953304,-0.0,0.0006222222245244008,0.0,False,,observed,0.0,,2.0,0,False,0,0.85,log_in,False,,0.1271,0.1839,0.0,0.1441,0.0625,0.0,0.0
100000008661585100,peripheral,0.554,5,0.2294,"Вход 43 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,43141.0,0.0,1,0,0.0,0.0,1,0,0,1,43141.0,0.0002946240847860133,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.28,log_in,False,,0.0138,0.1669,0.0,0.0192,0.0294,0.0,0.0
100000004759121100,consolidator,0.653,1,0.6201,Получает от 6 плательщиков (1 seed) 710 тыс.; передаёт дальше 44%; сходятся потоки 7 seed [возвратный поток; аномалия для колена],False,1,0,6,2,710000.0,312000.0,10,6,0.4394366197183099,0.3333333333333333,7,0,6,1,227434.30084145244,0.0014151796822407304,7.705977241984927e-21,0.010350236998713042,7.7079125189577e-05,False,,,0.5192307692307693,0.0,1.0,1,False,1,3.76,in_deg,True,,0.1469,0.1922,0.0,0.0799,0.0972,0.0705,0.0333
100000004360785100,peripheral,0.364,3,0.302,"Вход 95 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,94705.0,0.0,1,0,0.0,0.0,7,0,1,1,94705.0,0.0002957517914765318,-0.0,0.0002952416133208382,0.0,False,,,0.0,,1.0,0,False,0,0.25,log_in,False,,0.0091,0.1813,0.0,0.0799,0.0316,0.0,0.0
100000005092518100,peripheral,0.671,5,0.2132,"Вход 26 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,26144.0,0.0,1,0,0.0,0.0,1,0,0,1,26144.0,0.0002910566135800471,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.61,log_in,False,,0.0168,0.1568,0.0,0.0192,0.0204,0.0,0.0
100000008737958100,terminal,0.808,5,0.328,"Получил 53 тыс. от 2 плательщ.; исходящих нет, хотя колено 1 обходилось — деньги остались",False,1,1,2,0,53373.0,0.0,2,0,0.0,0.0,1,0,0,1,31789.743644819006,0.0002996261402634527,-0.0,4.024245354599351e-17,0.0,False,,observed,0.0,,1.0,0,False,0,0.75,in_deg,False,,0.1111,0.1602,0.0,0.0192,0.0374,0.0,0.0
100000003044518100,peripheral,0.603,6,0.2023,"Вход 34 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,34423.0,0.0,1,0,0.0,0.0,1,0,0,1,34423.0,0.00028754318610180884,-0.0,4.341415009040483e-06,0.0,False,,,0.0,,1.0,0,False,0,0.43,log_in,False,,0.0151,0.1614,0.0,0.0192,0.0066,0.0,0.0
100000004159526100,peripheral,0.158,10,0.4995,"Вход 275 тыс. от 4, выход 68 тыс. на 4; пороги ролей не достигнуты [возвратный поток]",False,1,0,4,4,275037.0,68000.0,4,6,0.24723946232688693,1.0,8,0,2,1,120642.87689321075,0.0008532026216190913,-1.668582325649575e-19,5.2398964471683645e-05,9.788454458522118e-05,False,,,0.4411764705882353,3.0,2.0,0,False,1,2.26,in_deg,False,,0.004,0.1854,0.0,0.1253,0.0935,0.0746,0.0167
100000007544358100,transit,0.546,3,0.4552,"Пропуск 109%: получил 322 тыс., отдал 350 тыс.; 2→1 контрагента; в ≤2 дн ушло 29%",False,1,0,2,1,322500.0,350000.0,2,3,1.0852713178294573,0.5,7,0,2,1,300371.8058832198,0.000340571674274265,1.6513094345203647e-20,0.0003197167634671041,1.9616538287321655e-05,False,,,0.2857142857142857,3.0,1.0,0,False,0,2.26,log_out,False,,0.0819,0.1944,0.0,0.0799,0.0606,0.0383,0.0
100000005901606100,peripheral,0.592,5,0.2221,"Вход 36 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,35660.0,0.0,1,0,0.0,0.0,1,0,0,1,35660.0,0.0002930539105145634,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.4,log_in,False,,0.0148,0.1623,0.0,0.0192,0.0258,0.0,0.0
100000006658598100,peripheral,0.8,3,0.2313,"Вход 9 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,9000.0,0.0,1,0,0.0,0.0,7,0,1,1,9000.0,0.00028653695669903005,-0.0,0.0002952416133208382,0.0,False,,,0.0,,1.0,1,False,0,1.33,log_in,False,,0.02,0.1277,0.0,0.0799,0.0036,0.0,0.0
100000002793851100,peripheral,0.8,3,0.2379,"Вход 11 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,11052.0,0.0,1,0,0.0,0.0,7,0,1,1,11052.0,0.0002867575837448668,-0.0,0.0002952416133208382,0.0,False,,,0.0,,1.0,0,False,0,1.19,log_in,False,,0.02,0.1339,0.0,0.0799,0.004,0.0,0.0
100000005612411100,peripheral,0.2,8,0.5121,"Вход 116 тыс. от 3, выход 507 тыс. на 8; пороги ролей не достигнуты",False,1,0,3,8,115500.0,506997.0,4,8,4.389584415584416,2.6666666666666665,8,1,2,1,68856.4933972578,0.0003272060826887592,-3.873323605472438e-19,0.00028074996253846,0.00015534713148747652,False,,,0.5143955486916096,0.0,2.0,0,False,0,2.33,log_out,False,,0.005,0.1768,0.067,0.1253,0.0567,0.0813,0.0
100000007511163100,peripheral,0.447,3,0.3915,"Вход 64 тыс. от 2, выход 82 тыс. на 3; пороги ролей не достигнуты [возвратный поток]",False,1,0,2,3,63666.0,82052.0,2,3,1.2887883642760658,1.5,7,0,2,1,16331.742799102049,0.00033959732516021664,0.00012739686232497144,0.00030536518909329494,0.00013645713165524087,False,,,0.5971822746550968,0.0,1.0,0,False,1,2.01,log_out,False,,0.0112,0.1439,0.0,0.0799,0.0604,0.0795,0.0167
100000002648315100,peripheral,0.296,6,0.2422,"Вход 132 тыс. от 1, выход 76 тыс. на 2; пороги ролей не достигнуты",False,1,0,1,2,132000.0,76000.0,1,3,0.5757575757575758,2.0,1,0,0,1,132000.0,0.00029313846973239526,-8.224969839746092e-20,4.341415009040483e-06,3.962937027741748e-07,False,,,0.0,6.0,1.0,0,False,0,1.99,log_out,False,,0.0074,0.1866,0.0,0.0192,0.0259,0.0031,0.0
100000004739664100,peripheral,0.8,5,0.1944,"Вход 12 тыс. от 1, выход 10 тыс. на 1; пороги ролей не достигнуты",False,1,1,1,1,12000.0,10000.0,1,1,0.8333333333333334,1.0,1,0,0,1,12000.0,0.0002880879536555201,-3.946512011950669e-20,3.98250491838329e-17,1.387027959709612e-06,False,,,0.0,,1.0,0,False,0,1.63,log_out,False,,0.02,0.1354,0.0,0.0192,0.0083,0.0115,0.0
100000003713616100,peripheral,0.8,3,0.2491,"Вход 16 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,15893.0,0.0,1,0,0.0,0.0,7,0,1,1,15893.0,0.0002872780786419893,-0.0,0.0002952416133208382,0.0,False,,,0.0,,1.0,0,False,0,0.95,log_in,False,,0.02,0.1434,0.0,0.0799,0.0057,0.0,0.0
100000003476560100,peripheral,0.505,8,0.3594,"Вход 50 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,50000.0,0.0,1,0,0.0,0.0,10,0,1,1,50000.0,0.0002955811159053975,-0.0,0.00046116796507456883,0.0,False,,,0.0,,1.0,0,False,0,0.18,log_in,False,,0.0126,0.1715,0.0,0.1441,0.0312,0.0,0.0
100000008782800100,peripheral,0.553,5,0.2297,"Вход 43 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,43381.0,0.0,1,0,0.0,0.0,1,0,0,1,43381.0,0.0002946744579747778,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.27,log_in,False,,0.0138,0.167,0.0,0.0192,0.0296,0.0,0.0
100000004218576100,peripheral,0.671,5,0.2132,"Вход 26 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,1,1,0,26144.0,0.0,1,0,0.0,0.0,1,0,0,1,26144.0,0.0002910566135800471,-0.0,3.98250491838329e-17,0.0,False,,,0.0,,1.0,0,False,0,0.61,log_in,False,,0.0168,0.1568,0.0,0.0192,0.0204,0.0,0.0
100000003299365100,transit,0.958,8,0.5685,"Пропуск 100%: получил 200 тыс., отдал 200 тыс.; 1→1 контрагента; в ≤2 дн ушло 100% [сквозной пропуск ≤2дн; возвратный поток]",False,1,0,1,1,200000.0,200000.0,1,1,1.0,1.0,10,0,1,1,200000.0,0.00032561658096971947,0.0005761766950985912,0.00046116796507456883,0.0,False,,,1.0,0.0,1.0,0,False,1,2.16,log_out,False,,0.1437,0.1911,0.0,0.1441,0.0563,0.0,0.0333
100000008730021100,peripheral,0.411,12,0.3041,"Вход 76 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,75555.0,0.0,3,0,0.0,0.0,2,0,1,1,75555.0,0.00046813825917664087,-0.0,2.394324320260326e-06,0.0,False,,,0.0,,1.0,1,False,0,0.1,log_in,False,,0.0103,0.1788,0.0,0.0397,0.0754,0.0,0.0
100000002757797100,terminal,0.861,13,0.3614,"Получил 100 тыс. от 1 плательщ.; исходящих нет, хотя колено 1 обходилось — деньги остались",False,1,0,1,0,100000.0,0.0,1,0,0.0,0.0,1,0,0,1,100000.0,0.0003021647995966532,-0.0,1.0100033668708277e-05,0.0,False,,observed,0.0,,1.0,0,False,0,0.29,log_in,False,,0.1184,0.1829,0.0,0.0192,0.0408,0.0,0.0
100000002845605100,peripheral,0.463,1,0.299,"Вход 58 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,57567.0,0.0,1,0,0.0,0.0,7,0,1,1,57567.0,0.0002963718812625067,-0.0,0.0021516816268908113,0.0,False,,,0.0,,1.0,0,False,0,0.08,log_in,False,,0.0116,0.1748,0.0,0.0799,0.0327,0.0,0.0
100000000817146100,peripheral,0.425,3,0.412,"Вход 70 тыс. от 1, выход 0 на 0; пороги ролей не достигнуты",False,1,0,1,0,70020.0,0.0,1,0,0.0,0.0,9,0,1,1,70020.0,0.0005894684786410244,-0.0,1.432691637043674e-19,0.0,False,,,0.0,,1.0,0,False,0,0.05,log_in,False,,0.0106,0.1775,0.0,0.1361,0.0878,0.0,0.0
100000002957306100,terminal,0.958,12,0.6076,"Получил 398 тыс. от 2 плательщ.; исходящих нет, хотя колено 1 обходилось — деньги остались",False,1,0,2,0,398490.0,0.0,2,0,0.0,0.0,11,1,2,2,398490.0,0.0003551868796242696,-0.0,0.0005839675713304588,0.0,False,,observed,0.0,,1.0,0,False,0,1.22,log_in,False,,0.1317,0.1966,0.067,0.1488,0.0635,0.0,0.0
100000008188026100,peripheral,0.385,3,0.3906,"Вход 86 тыс. от 2, выход 338 тыс. на 4; пороги ролей не достигнуты [возвратный поток]",False,1,0,2,4,86468.0,337983.17,5,4,3.9087659018365173,2.0,7,0,2,1,63599.12015582619,0.0002993035967853822,-4.3943554597960975e-19,0.00034781144984966106,8.203279647425419e-05,False,,,0.0,10.5,1.0,1,False,3,2.26,log_out,False,,0.0096,0.1755,0.0,0.0799,0.0367,0.0721,0.0167
